人名1	人名2	预测	目标
关山月	徐锦江	师生	师生
潘霜霜	林峰	情侣	情侣
郑伊健	梁咏琪	情侣	情侣
小龙女	杨过	夫妻	夫妻
张秋芳	傅彪	夫妻	夫妻
梁伯熙	陈肖霞	师生	师生
蔡依珊	连胜文	夫妻	夫妻
周美青	马唯中	父母	父母
张氏	吴三桂	夫妻	夫妻
杨小娟	吕良伟	夫妻	夫妻
严宽	杜晓婷	夫妻	情侣
巩汉林	赵丽蓉	夫妻	合作
马鸿宾	马福祥	夫妻	亲戚
蒋勤勤	陈建斌	夫妻	夫妻
洪秀全	杨秀清	父母	上下级
杨小娟	吕良伟	夫妻	夫妻
言承旭	关颖	情侣	情侣
言承旭	林志玲	情侣	情侣
林立果	林彪	父母	父母
王艳	王志才	夫妻	夫妻
丁一岚	邓拓	夫妻	夫妻
冯顺弟	胡适	夫妻	父母
范瑾	许寿裳	父母	亲戚
李圣根	晏紫	夫妻	夫妻
郭沫若	佐藤富子	夫妻	夫妻
郭沫若	张琼华	夫妻	夫妻
大乔	孙策	兄弟姐妹	夫妻
慕容盛	乙氏	夫妻	父母
刘嘉玲	梁朝伟	夫妻	夫妻
徐帆	冯小刚	夫妻	夫妻
汤镇业	翁美玲	夫妻	情侣
庞天华	魏梅照	合作	合作
黄兴	徐宗汉	父母	夫妻
陈玉成	陈得才	夫妻	亲戚
贺龙	蹇先任	夫妻	夫妻
金东文	吉永雅	合作	合作
邵娜	郑智	夫妻	夫妻
李世济	程砚秋	夫妻	父母
李菁	何云伟	合作	合作
叶群	林立果	父母	父母
林彪	林立果	父母	父母
李玉洁	季羡林	父母	上下级
梁欢	谌容	兄弟姐妹	父母
谌容	梁左	兄弟姐妹	父母
冯远征	梁丹妮	夫妻	夫妻
谢娜	张杰	夫妻	夫妻
盛爱颐	盛方颐	夫妻	兄弟姐妹
范瑞娟	袁雪芬	合作	合作
马国贤	张洛君	合作	合作
吕雉	刘邦	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
段誉	段延庆	父母	父母
凌潇肃	唐一菲	夫妻	夫妻
李泉	朱珠	夫妻	情侣
戴俊英	顾慰连	合作	夫妻
钱思亮	钱复	父母	父母
钱思亮	钱纯	父母	父母
钱思亮	钱煦	父母	父母
吴长邺	吴昌硕	父母	祖孙
梁咏琪	郑伊健	情侣	情侣
肖桂云	李前宽	夫妻	夫妻
王宝强	马蓉	夫妻	夫妻
安贞焕	希丁克	合作	师生
林建岳	林孝贤	父母	父母
梁思成	林徽因	夫妻	夫妻
文洁若	萧干	夫妻	夫妻
郑振铎	叶圣陶	合作	好友
钱钟书	杨绛	父母	夫妻
苏嘉全	洪恒珠	夫妻	夫妻
苗侨伟	戚美珍	夫妻	夫妻
俞晴	雪村	夫妻	夫妻
张茜	张卫健	夫妻	夫妻
贾赦	贾政	父母	兄弟姐妹
吕雉	刘邦	夫妻	夫妻
刘邦	刘肥	父母	父母
李小璐	贾乃亮	夫妻	情侣
鲍蕾	陆毅	夫妻	夫妻
炎樱	张爱玲	父母	好友
多明戈	宋祖英	合作	合作
甘泗淇	李贞	夫妻	夫妻
黄睿靓	陈致中	父母	夫妻
陶喆	岑洁仪	夫妻	情侣
白全福	阿双全	师生	师生
袁信义	袁日初	兄弟姐妹	兄弟姐妹
袁日初	袁和平	兄弟姐妹	兄弟姐妹
袁日初	袁小田	兄弟姐妹	父母
王祖贤	齐秦	夫妻	情侣
付小芳	刘莎莎	夫妻	同门
仔仔	大S	夫妻	情侣
王怡仁	蓝正龙	父母	情侣
林梦飞	林华国	夫妻	父母
闻一多	臧克家	夫妻	师生
马友友	马孝骏	父母	父母
赵岭	袁立	夫妻	夫妻
肖桂云	李前宽	夫妻	夫妻
解洪元	马莉莉	合作	合作
宇喜多秀家	前田利家	父母	父母
郑在成	李龙大	夫妻	合作
筱翠花	马富禄	合作	合作
黄燕虹	黄光裕	夫妻	兄弟姐妹
张兆和	沈从文	夫妻	夫妻
钱钟书	杨绛	父母	夫妻
李戡	李敖	夫妻	父母
陈品亨	陈鸿烈	父母	父母
马潮水	王永春	合作	合作
谢晖	佟晨洁	夫妻	夫妻
张秋芳	傅彪	夫妻	夫妻
李孝贞	李敬元	合作	合作
吴法宪	林彪	父母	合作
曹冲	环夫人	父母	父母
曹操	曹宇	父母	父母
曹植	曹操	父母	父母
金日成	金正男	父母	祖孙
陈香梅	陈纳德	夫妻	夫妻
王祥云	聂卫平	父母	师生
小林光一	小林泉美	合作	父母
梁静慈	甄子丹	夫妻	夫妻
孙权	甘宁	父母	上下级
许爱周	许晋亨	父母	祖孙
永井大	广末凉子	夫妻	情侣
杨得志	潘自力	合作	合作
陈盛泰	陈富涛	父母	兄弟姐妹
唐若昕	刘志宏	夫妻	夫妻
吴淑珍	陈水扁	父母	夫妻
陈水扁	陈幸妤	父母	父母
侯耀文	牛成志	父母	上下级
五月天	阿信	合作	合作
郭可盈	林文龙	夫妻	夫妻
彭德怀	浦安修	夫妻	夫妻
陈炜	张光北	夫妻	夫妻
宋逸民	张庭	情侣	情侣
高淑贞	宋步云	父母	夫妻
犬夜叉	犬大将	父母	父母
犬夜叉	杀生丸	父母	兄弟姐妹
犬大将	杀生丸	父母	父母
梁红玉	韩世忠	夫妻	夫妻
孙权	孙策	父母	兄弟姐妹
伏明霞	于芬	兄弟姐妹	师生
徐兰沅	梅兰芳	合作	亲戚
郝寿臣	马富禄	合作	合作
郭淑珍	吴碧霞	师生	师生
米芾	王庭筠	父母	亲戚
宋徽宗	宋神宗	父母	父母
陆士嘉	张维	夫妻	夫妻
宋美龄	蒋介石	父母	夫妻
赵本山	小沈阳	师生	师生
张如意	孙悦	师生	情侣
杨得志	李天焕	父母	合作
杨成武	李天焕	父母	合作
孙休	孙壾	父母	父母
伏明霞	于芬	师生	师生
佟守本	汪恩禄	合作	合作
赵一荻	张学良	夫妻	夫妻
江世俊	江上青	父母	兄弟姐妹
江泽民	江上青	父母	父母
边涛	万里	夫妻	夫妻
洪秀全	罗孝全	夫妻	师生
陈香梅	陈纳德	夫妻	夫妻
郭晓冬	程莉莎	夫妻	夫妻
姚凤凤	吴建豪	师生	兄弟姐妹
郭启儒	郭全宝	合作	合作
张琼姿	张琼瑶	兄弟姐妹	兄弟姐妹
小龙女	杨过	夫妻	夫妻
犬夜叉	杀生丸	兄弟姐妹	兄弟姐妹
王景山	花淑兰	夫妻	夫妻
曹郁	姚晨	夫妻	夫妻
拖雷	成吉思汗	父母	父母
元睿宗	忽必烈	夫妻	父母
何鸿燊	何超贤	父母	父母
黎婉华	何超贤	夫妻	父母
梁红玉	韩世忠	夫妻	夫妻
郭文珺	杜雷	夫妻	夫妻
田秉毅	李永波	夫妻	合作
蒋勤勤	陈建斌	夫妻	夫妻
郑天亮	鲁健	夫妻	夫妻
覃辉	覃宏	师生	兄弟姐妹
朱宏钧	白岩松	夫妻	夫妻
舒淇	彭于晏	情侣	情侣
林建岳	林恬儿	父母	父母
钱嘉乐	汤盈盈	夫妻	夫妻
姜大卫	秦沛	兄弟姐妹	兄弟姐妹
庄家彬	傅明宪	情侣	情侣
郭令山	郭晋安	父母	父母
郭晋安	欧倩怡	父母	夫妻
小白玉梅	白玉玲	师生	同门
李小龙	李香凝	父母	父母
陈凛	陈逸飞	父母	父母
熊明霞	金喜全	夫妻	夫妻
陶喆	岑洁仪	情侣	情侣
黄秋生	吴镇宇	父母	好友
蒋勤勤	陈建斌	夫妻	夫妻
何超琼	许晋亨	夫妻	夫妻
许晋亨	李嘉欣	夫妻	夫妻
汤镇业	翁美玲	夫妻	情侣
梦鸽	李双江	夫妻	夫妻
李贞贤	金钟民	兄弟姐妹	好友
徐悲鸿	蒋碧微	夫妻	夫妻
严慰冰	陆德	父母	父母
李逍遥	李忆如	父母	父母
毛岸英	刘思齐	夫妻	夫妻
郝治平	罗瑞卿	夫妻	夫妻
周芷若	张无忌	父母	夫妻
邱嘉雄	林月云	夫妻	情侣
虚竹	玄慈	父母	父母
孙芸芸	何念慈	父母	父母
江世俊	江上青	父母	兄弟姐妹
江泽民	江上青	父母	父母
薛姨妈	王子腾	兄弟姐妹	兄弟姐妹
郭焱	郭跃	合作	合作
武修文	武三娘	父母	父母
武三通	武敦儒	父母	父母
毕彦君	陈晓旭	夫妻	夫妻
肖桂云	李前宽	夫妻	夫妻
小龙女	杨过	父母	夫妻
关羽	赵云	合作	合作
赖俊健	赖昌星	父母	父母
黄帝	颛顼	父母	祖孙
松赞干布	文成公主	上下级	夫妻
霍启山	章子怡	情侣	情侣
黄承彦	黄月英	兄弟姐妹	父母
闻一多	臧克家	师生	师生
钱小豪	郭秀云	父母	夫妻
郭启儒	郭全宝	合作	合作
郭启儒	侯宝林	合作	合作
巩汉林	赵丽蓉	父母	合作
刘雪华	邓育昆	夫妻	夫妻
谢金燕	猪哥亮	夫妻	父母
陶大伟	陶喆	合作	父母
毛岸英	刘思齐	夫妻	夫妻
叶志铭	叶崇仁	父母	父母
叶玉卿	叶崇仁	父母	亲戚
肖桂云	李前宽	夫妻	夫妻
孙新	孙立	父母	兄弟姐妹
乐基儿	黎明	情侣	夫妻
赵惠文王	赵武灵王	父母	父母
郑洁	晏紫	合作	合作
李戡	李敖	父母	父母
毛岸英	刘思齐	夫妻	夫妻
伏明霞	于芬	夫妻	师生
杜维屏	杜月笙	父母	父母
芳艳芬	任剑辉	合作	合作
许鹿希	邓稼先	夫妻	夫妻
林彪	吴法宪	父母	合作
郭德纲	杨进明	师生	合作
李云杰	杨进明	师生	师生
姜昆	戴志诚	合作	合作
曾明娜	赖昌星	夫妻	夫妻
安东尼	詹姆斯	夫妻	合作
安东尼	波什	夫妻	合作
项羽	虞姬	夫妻	夫妻
戚继光	戚景通	父母	父母
武则天	太平公主	父母	父母
张闾琳	张学良	父母	父母
王迎春	杨力舟	夫妻	夫妻
孙中山	宋庆龄	夫妻	夫妻
侯耀华	侯耀文	父母	兄弟姐妹
侯耀华	侯军	父母	父母
薛世恒	陈法拉	情侣	情侣
侯耀文	牛成志	父母	上下级
叶剑波	陈惠红	父母	夫妻
小龙女	杨过	夫妻	夫妻
牛魔王	铁扇公主	夫妻	夫妻
流川枫	流川	父母	父母
陈友仁	梁玛丽	夫妻	夫妻
司马炎	左芬	父母	夫妻
蒋勤勤	陈建斌	夫妻	夫妻
姜昆	戴志诚	合作	合作
三上次男	岸边成雄	合作	同门
梁思成	林徽因	夫妻	夫妻
赖昌星	赖俊健	父母	父母
刘邦	吕后	夫妻	夫妻
刘邦	吕雉	夫妻	夫妻
曹冲	环夫人	父母	父母
陈洁如	蒋介石	夫妻	夫妻
汤镇业	翁美玲	夫妻	情侣
杨月英	筱文滨	合作	合作
李甲	杜十娘	夫妻	情侣
邓世昌	邓小鹏	父母	祖孙
骆玉笙	王冠丽	师生	师生
谢朝恩	葛云飞	合作	合作
李泽楷	梁洛施	夫妻	情侣
严咏春	梁赞	父母	师生
耶律齐	郭芙	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
张又侠	张宗逊	父母	父母
李宗仁	胡友松	夫妻	夫妻
吕雉	刘邦	夫妻	夫妻
张嘉倪	杜淳	情侣	情侣
陈奕迅	徐濠萦	父母	夫妻
陈裘大	徐濠萦	夫妻	父母
姜昆	戴志诚	合作	合作
成龙	房祖名	父母	父母
刘之冰	茹萍	夫妻	夫妻
蔡依珊	连胜文	夫妻	夫妻
女娲	伏羲	兄弟姐妹	夫妻
张昊	张丹	夫妻	合作
夏明震	曾志	夫妻	夫妻
梁静慈	甄子丹	夫妻	夫妻
李孝贞	李敬元	合作	合作
郭启儒	侯宝林	合作	合作
肖桂云	李前宽	夫妻	夫妻
唐昭宗	唐哀帝	父母	父母
叶群	林立果	父母	父母
林立果	林彪	父母	父母
包兆龙	包玉刚	父母	父母
陈法蓉	朱明	夫妻	情侣
刘雪华	邓育昆	夫妻	夫妻
郭令山	郭晋安	父母	父母
欧倩怡	郭晋安	父母	夫妻
洪秀全	杨秀清	上下级	上下级
愍怀太子	晋惠帝	父母	父母
郭晓冬	程莉莎	夫妻	夫妻
李甲	杜十娘	父母	情侣
冯巩	牛群	合作	合作
许金彩	徐天红	合作	合作
徐天红	毕春芳	合作	合作
范霞	王大庆	夫妻	夫妻
钟腾福	张洁雯	夫妻	夫妻
邴敏	宿茂臻	夫妻	夫妻
侯耀文	侯瓒	父母	父母
杨步伟	赵元任	夫妻	夫妻
刘永美	刘永好	兄弟姐妹	兄弟姐妹
刘永好	刘永行	兄弟姐妹	兄弟姐妹
沮渠蒙逊	沮渠鄯善	父母	兄弟姐妹
朱剑凡	朱仲丽	夫妻	父母
林徽因	林长民	夫妻	父母
刘嘉玲	梁朝伟	夫妻	夫妻
叶莉	姚明	夫妻	夫妻
李小璐	张伟欣	父母	父母
孙伏园	鲁迅	夫妻	师生
孙甜甜	李婷	合作	合作
史静	史玉柱	父母	父母
张二鹏	盖叫天	父母	父母
盖叫天	张翼鹏	父母	父母
赵一荻	张学良	夫妻	夫妻
包庭政	包伟铭	父母	父母
言少朋	言菊朋	父母	父母
曹操	曹植	父母	父母
曹植	曹丕	父母	兄弟姐妹
黄兴	徐宗汉	夫妻	夫妻
贾树堂	贾丽川	父母	父母
成龙	林凤娇	夫妻	夫妻
姜大卫	秦沛	夫妻	兄弟姐妹
曹玹	曹操	父母	父母
姜一郎	姜文	夫妻	父母
蒙嘉慧	郑伊健	夫妻	情侣
常嘉煌	常书鸿	夫妻	父母
彭帅	谢淑薇	合作	合作
高峰	李菁	合作	同门
王怡仁	蓝正龙	夫妻	情侣
邓拓	邓小岚	父母	父母
杨小娟	吕良伟	夫妻	夫妻
汪涵	杨乐乐	父母	夫妻
钟镇涛	章小蕙	夫妻	夫妻
彭德怀	彭梅魁	夫妻	亲戚
乔冠华	龚澎	夫妻	夫妻
宋逸民	张庭	情侣	情侣
严铮	钟丽缇	夫妻	夫妻
谢晖	佟晨洁	夫妻	夫妻
王海洋	邵佳一	夫妻	夫妻
毕彦君	陈晓旭	兄弟姐妹	夫妻
林青霞	邢李源	兄弟姐妹	夫妻
洪秀全	杨秀清	上下级	上下级
郭可盈	林文龙	夫妻	夫妻
孟凡贵	高英培	合作	师生
哈里王子	威廉王子	父母	兄弟姐妹
刘曜	刘袭	夫妻	父母
张东健	高小英	夫妻	夫妻
许崇清	许崇智	父母	兄弟姐妹
杨德昌	彭铠立	父母	夫妻
谢觉哉	王定国	夫妻	夫妻
孔鲤	孔子	父母	父母
李嘉豪	李振辉	夫妻	父母
刘秀	冯异	兄弟姐妹	上下级
江世俊	江上青	父母	兄弟姐妹
江泽民	江上青	父母	父母
佟文	吴卫凤	夫妻	师生
朱丹	左岩	师生	合作
叶静子	叶剑英	父母	祖孙
贺晓明	贺龙	父母	父母
宋美龄	蒋介石	夫妻	夫妻
陈纳德	陈香梅	兄弟姐妹	夫妻
吴淑珍	陈水扁	父母	夫妻
黄敬轩	周采茨	夫妻	父母
冯跋	冯弘	父母	兄弟姐妹
成龙	房祖名	父母	父母
郑中基	郑东汉	父母	父母
刘雪华	邓育昆	情侣	夫妻
钱思亮	钱煦	父母	父母
西施	越王勾践	父母	夫妻
郝治平	罗瑞卿	夫妻	夫妻
黄志忠	何音	夫妻	夫妻
李民斌	李民桥	父母	兄弟姐妹
罗嘉瑞	罗鹰石	父母	父母
于俊波	于连仲	师生	父母
陶铸	曾志	夫妻	夫妻
夏明震	曾志	夫妻	夫妻
李嘉欣	许晋亨	夫妻	夫妻
钱钟书	杨绛	父母	夫妻
罗嘉良	苏岩	夫妻	夫妻
付辛博	BOBO组合	合作	合作
阎晶晶	李禾禾	夫妻	夫妻
热力兄弟	葛优	夫妻	好友
郑经	郑成功	父母	父母
郑经	郑克塽	父母	父母
詹咏然	庄佳容	合作	合作
范瑞娟	袁雪芬	合作	合作
钱钟书	杨绛	夫妻	夫妻
郭晓玲	郭守正	父母	兄弟姐妹
环夫人	曹冲	父母	父母
林长民	徐世昌	父母	上下级
赵和平	赵连喜	父母	父母
陈宝珠	陈非侬	父母	父母
马晨菲	马文广	合作	父母
赵又廷	陈意涵	夫妻	情侣
吴法宪	林彪	父母	合作
张承中	任家萱	情侣	情侣
黄燕虹	黄光裕	父母	兄弟姐妹
王梓木	敬一丹	夫妻	夫妻
陈昊苏	陈毅	夫妻	父母
乐爱妹	杨洁篪	夫妻	夫妻
汤君年	汤子嘉	兄弟姐妹	父母
洪秀全	杨秀清	上下级	上下级
白炎	彦涵	父母	夫妻
黄秀珍	容国团	夫妻	夫妻
冯远征	梁丹妮	夫妻	夫妻
薛世恒	陈法拉	情侣	情侣
杜审言	杜甫	父母	祖孙
李泽楷	梁洛施	父母	情侣
芳艳芬	任剑辉	合作	合作
西施	夫差	父母	情侣
元彪	元奎	同门	合作
元彪	成龙	同门	同门
元彪	元华	同门	合作
元奎	洪金宝	同门	同门
成龙	元泰	同门	同门
李孝贞	李敬元	合作	合作
张爱玲	黄逸梵	父母	父母
曹奂	曹宇	父母	父母
黄睿靓	陈致中	夫妻	夫妻
黄睿靓	陈水扁	父母	父母
陈水扁	吴淑珍	父母	夫妻
巩汉林	赵丽蓉	父母	合作
冯巩	牛群	合作	合作
盖叫天	薛义杰	兄弟姐妹	夫妻
徐丽丽	徐玉华	夫妻	兄弟姐妹
吴淑珍	陈水扁	父母	夫妻
李双泽	胡德夫	夫妻	好友
杨露禅	杨班侯	父母	父母
罗嘉良	苏岩	情侣	夫妻
郑在成	李龙大	夫妻	合作
海瑞	徐阶	夫妻	合作
高拱	徐阶	夫妻	合作
赵岭	袁立	夫妻	夫妻
贾政	贾赦	夫妻	兄弟姐妹
李宁	陈永妍	夫妻	夫妻
包兆龙	包玉刚	父母	父母
江泽民	江上青	父母	父母
江上青	江泽慧	父母	父母
梁思成	林徽因	夫妻	夫妻
汤霖	汤一介	父母	祖孙
刘嘉玲	梁朝伟	夫妻	夫妻
汪桂林	汪永泰	父母	父母
宗泽	岳飞	夫妻	上下级
俞大维	俞扬和	父母	父母
白炎	彦涵	父母	夫妻
厉慧良	厉慧兰	父母	兄弟姐妹
毛泽东	贺子珍	夫妻	夫妻
武内直子	富坚义博	合作	夫妻
陈法蓉	朱明	夫妻	情侣
枣祗	枣据	父母	祖孙
荀慧生	孙毓敏	师生	师生
金日成	金平日	父母	父母
巩汉林	赵丽蓉	父母	合作
姜武	宋妍	父母	夫妻
马君武	张竹君	夫妻	情侣
郭德纲	杨进明	合作	合作
王海洋	邵佳一	夫妻	夫妻
薛世恒	陈法拉	情侣	情侣
吴璘	杨政	兄弟姐妹	合作
闻一多	臧克家	夫妻	师生
杀生丸	凌月仙姬	父母	父母
哈文	李咏	夫妻	夫妻
邵娜	郑智	夫妻	夫妻
方智怡	蒋友青	父母	父母
蒋介石	蒋友青	父母	祖孙
王菲	李嫣	父母	父母
金仲仁	王维筠	夫妻	师生
王靖雄	王令尘	父母	父母
彭帅	谢淑薇	合作	合作
周有光	张允和	夫妻	夫妻
江淑娜	江蕙	兄弟姐妹	兄弟姐妹
徐若瑄	贺锡敬	情侣	情侣
魏文亮	刘婉华	夫妻	夫妻
魏文亮	魏屹	兄弟姐妹	父母
梁红玉	韩世忠	夫妻	夫妻
杨绛	钱钟书	父母	夫妻
戚雅仙	毕春芳	合作	合作
刘备	刘禅	兄弟姐妹	父母
包庭政	包小柏	父母	亲戚
包庭政	包伟铭	父母	父母
元彪	成龙	同门	同门
吴淑珍	陈水扁	父母	夫妻
宋美龄	蒋介石	夫妻	夫妻
杜必书	张小凡	兄弟姐妹	同门
朱岚	陶勇	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
王定国	谢觉哉	夫妻	夫妻
陈富康	马幼禄	师生	师生
赵一荻	张学良	兄弟姐妹	夫妻
荀攸	荀彝	父母	父母
唐太宗	长孙无忌	父母	兄弟姐妹
刘之冰	茹萍	夫妻	夫妻
犬夜叉	杀生丸	父母	兄弟姐妹
黄志忠	何音	夫妻	夫妻
毛泽东	毛新宇	父母	祖孙
梅艳芳	近藤真彦	夫妻	情侣
杜宪	陈道明	父母	夫妻
郑在成	李龙大	夫妻	合作
佟文	吴卫凤	夫妻	师生
智能儿	秦钟	夫妻	情侣
彭真	傅彦	父母	父母
李艳芳	许瑞春	夫妻	合作
钟德海	小岚云	父母	亲戚
莫少聪	洪欣	情侣	情侣
林振发	邓丽君	夫妻	情侣
高英培	孟凡贵	合作	师生
永井大	广末凉子	夫妻	情侣
王怡仁	蓝正龙	情侣	情侣
元彪	成龙	同门	同门
元彪	于占元	合作	师生
成龙	于占元	合作	师生
夏启	大禹	父母	父母
董小宛	冒辟疆	夫妻	夫妻
王政君	王莽	父母	亲戚
黄睿靓	陈致中	父母	夫妻
黄睿靓	陈水扁	父母	父母
王菲	李嫣	夫妻	父母
裘桂仙	张凤台	师生	师生
慕容盛	兰穆	父母	亲戚
吕后	刘邦	夫妻	夫妻
侯耀文	侯瓒	父母	父母
赵志刚	尹桂芳	师生	师生
洪天明	周家蔚	夫妻	夫妻
李甲	杜十娘	父母	情侣
安贞焕	李惠媛	夫妻	夫妻
孙夕雅	张恩华	夫妻	夫妻
陈雨昂	陈凯歌	父母	父母
陈雨昂	陈飞宇	父母	兄弟姐妹
陈凯歌	陈飞宇	父母	父母
周学良	周吕鑫	父母	祖孙
鲁迅	周作人	兄弟姐妹	兄弟姐妹
黄秋燕	李连杰	夫妻	夫妻
周韶华	樊枫	夫妻	师生
潘静淑	吴湖帆	合作	夫妻
安东尼	埃及艳后	父母	情侣
埃及艳后	凯撒	父母	情侣
阮经天	赵又廷	合作	好友
姜大卫	秦沛	兄弟姐妹	兄弟姐妹
戚雅仙	毕春芳	合作	合作
桑振君	刘伯玲	师生	师生
孙中山	宋庆龄	夫妻	夫妻
汪小菲	张兰	夫妻	父母
汪小菲	汪则翰	父母	父母
文爱马	马伊琍	父母	父母
马伊琍	文章	父母	夫妻
周芷若	张无忌	夫妻	夫妻
贾赦	贾政	夫妻	兄弟姐妹
佟大方	张文顺	师生	师生
西施	夫差	师生	情侣
宋佳玲	罗浩	夫妻	兄弟姐妹
宋佳玲	宋祖英	夫妻	兄弟姐妹
罗浩	宋祖英	夫妻	夫妻
蒙嘉慧	郑伊健	情侣	情侣
程砚秋	果素瑛	夫妻	夫妻
元彪	成龙	同门	同门
李戡	李敖	父母	父母
卞学鐄	赵元任	夫妻	父母
成吉思汗	孛儿帖	父母	夫妻
彭德怀	浦安修	夫妻	夫妻
连战	连惠心	父母	父母
连惠心	连胜武	父母	兄弟姐妹
李清照	赵明诚	夫妻	夫妻
郭启儒	郭全宝	合作	合作
郭启儒	侯宝林	合作	合作
赵本山	小沈阳	师生	师生
杨宁	周云帆	夫妻	合作
孔令华	孔继宁	父母	父母
李敏	孔继宁	父母	父母
李敏	贺子珍	父母	父母
贺子珍	毛泽东	父母	夫妻
关楚耀	卫诗	情侣	情侣
李世济	程砚秋	师生	父母
张末	张艺谋	父母	父母
张末	托维	父母	夫妻
王羲之	卫夫人	师生	师生
施小墨	施今墨	父母	父母
陈司翰	陈慧琳	父母	兄弟姐妹
周信芳	周采茨	父母	父母
周采茨	周少麟	兄弟姐妹	兄弟姐妹
张栩	林海峰	父母	师生
殷旭	章子怡	父母	兄弟姐妹
周芷若	张无忌	夫妻	夫妻
陈友	谭咏麟	合作	合作
谭咏麟	钟镇涛	父母	合作
谭咏麟	叶智强	合作	合作
曹郁	姚晨	情侣	夫妻
彭帅	谢淑薇	夫妻	合作
黄睿靓	陈致中	夫妻	夫妻
郭启儒	侯宝林	合作	合作
侯耀华	侯耀文	兄弟姐妹	兄弟姐妹
侯耀文	侯瓒	父母	父母
许冠杰	许冠文	合作	兄弟姐妹
汪小菲	张雨绮	夫妻	情侣
何超琼	许晋亨	夫妻	夫妻
许晋亨	李嘉欣	夫妻	夫妻
杨步伟	赵元任	夫妻	夫妻
马伊琍	文章	夫妻	夫妻
于月仙	马丽娟	夫妻	兄弟姐妹
舒淇	彭于晏	情侣	情侣
王祖贤	齐秦	夫妻	情侣
张兆和	沈从文	夫妻	夫妻
郑洁	蔡洪玲	父母	师生
梁思成	林徽因	夫妻	夫妻
奥尼尔	韦德	父母	合作
谢逊	张无忌	夫妻	父母
周继红	田秉毅	父母	夫妻
周汤豪	比莉	合作	父母
宋长荣	熊明霞	师生	师生
安东尼	埃及艳后	夫妻	情侣
